Geography,Type,ASP,Total Units Sold,Week,Year,Total Crop Inventory
Raleigh/Greensboro,Organic,1.673361182,27957.01,1/2/2022,2021,44868865
Richmond/Norfolk,Organic,1.587976431,18668.06,1/23/2022,2022,60960294
Richmond/Norfolk,Organic,1.495576781,20676.88,1/16/2022,2022,56972754
Richmond/Norfolk,Organic,1.423508812,20957.38,1/9/2022,2022,55651097
Richmond/Norfolk,Organic,1.578232715,17353.21,1/2/2022,2021,44868865
Roanoke,Organic,1.81746886,8211.65,1/23/2022,2022,60960294
Roanoke,Organic,1.489325829,9543.3,1/16/2022,2022,56972754
Roanoke,Organic,1.485851947,10907.07,1/9/2022,2022,55651097
Roanoke,Organic,1.64936658,7669.99,1/2/2022,2021,44868865
Sacramento,Organic,1.7694239,26084.22,1/23/2022,2022,60960294
Sacramento,Organic,1.826444374,26285.92,1/16/2022,2022,56972754
Sacramento,Organic,1.908236088,21236.33,1/9/2022,2022,55651097
Sacramento,Organic,1.79283956,23539.99,1/2/2022,2021,44868865
San Diego,Organic,1.939184873,29774.69,1/23/2022,2022,60960294
San Diego,Organic,1.854895516,38996.33,1/16/2022,2022,56972754
San Diego,Organic,2.029103947,25038.75,1/9/2022,2022,55651097
San Diego,Organic,1.883934041,30112.13,1/2/2022,2021,44868865
San Francisco,Organic,1.912481987,86852.66,1/23/2022,2022,60960294
San Francisco,Organic,1.842427588,89317.84,1/16/2022,2022,56972754
San Francisco,Organic,2.018043146,61541.28,1/9/2022,2022,55651097
San Francisco,Organic,2.035539387,67499.73,1/2/2022,2021,44868865
Seattle,Organic,2.310861837,54248.37,1/23/2022,2022,60960294
Seattle,Organic,2.466021553,51802.22,1/16/2022,2022,56972754
Seattle,Organic,2.285786178,63540.25,1/9/2022,2022,55651097
Seattle,Organic,2.224248194,58944.54,1/2/2022,2021,44868865
South Carolina,Organic,1.450742888,33007.16,1/23/2022,2022,60960294
South Carolina,Organic,1.537851393,33023.43,1/16/2022,2022,56972754
South Carolina,Organic,1.400773883,41307.85,1/9/2022,2022,55651097
South Carolina,Organic,1.589045575,32359.71,1/2/2022,2021,44868865
Spokane,Organic,2.031799438,5035.16,1/23/2022,2022,60960294
Spokane,Organic,2.520445159,4563.72,1/16/2022,2022,56972754
Spokane,Organic,2.33394669,4643.5,1/9/2022,2022,55651097
Spokane,Organic,2.232103529,4471.43,1/2/2022,2021,44868865
St. Louis,Organic,2.014166402,9300.35,1/23/2022,2022,60960294
St. Louis,Organic,1.941460001,9283.75,1/16/2022,2022,56972754
St. Louis,Organic,1.519227407,11200.82,1/9/2022,2022,55651097
St. Louis,Organic,2.125779636,7940.18,1/2/2022,2021,44868865
Syracuse,Organic,1.553944886,3960.22,1/23/2022,2022,60960294
Syracuse,Organic,1.590519511,4705.04,1/16/2022,2022,56972754
Syracuse,Organic,1.625936003,4865.85,1/9/2022,2022,55651097
Syracuse,Organic,1.720239264,3746.72,1/2/2022,2021,44868865
Tampa,Organic,0.972700817,88859.32,1/23/2022,2022,60960294
Tampa,Organic,0.975841575,93876.18,1/16/2022,2022,56972754
Tampa,Organic,0.898474064,90515.27,1/9/2022,2022,55651097
Tampa,Organic,0.904022385,74582.2,1/2/2022,2021,44868865
Toledo,Organic,1.601897707,4453.66,1/23/2022,2022,60960294
Toledo,Organic,1.452776486,4566.83,1/16/2022,2022,56972754
Toledo,Organic,1.557418293,4181.72,1/9/2022,2022,55651097
Toledo,Organic,1.500719231,4440.73,1/2/2022,2021,44868865
West Tex/New Mexico,Organic,1.033230784,47069.23,1/23/2022,2022,60960294
West Tex/New Mexico,Organic,1.07385725,47177.35,1/16/2022,2022,56972754
West Tex/New Mexico,Organic,1.155773237,41913.9,1/9/2022,2022,55651097
West Tex/New Mexico,Organic,1.096432546,31463.62,1/2/2022,2021,44868865
Wichita,Organic,1.534964535,2739.73,1/23/2022,2022,60960294
Wichita,Organic,1.744483096,3069.07,1/16/2022,2022,56972754
Wichita,Organic,1.600771955,3185.72,1/9/2022,2022,55651097
Wichita,Organic,1.547874419,3930.69,1/2/2022,2021,44868865
California,Organic,1.851263999,358253.77,1/23/2022,2022,60960294
California,Organic,1.806706635,415901.17,1/16/2022,2022,56972754
California,Organic,1.948208583,268115.92,1/9/2022,2022,55651097
California,Organic,1.871531299,316962.52,1/2/2022,2021,44868865
Great Lakes,Organic,1.581405211,188249.43,1/23/2022,2022,60960294
Great Lakes,Organic,1.455725911,199455.55,1/16/2022,2022,56972754
Great Lakes,Organic,1.574685195,165225.36,1/9/2022,2022,55651097
Great Lakes,Organic,1.602071652,161488.19,1/2/2022,2021,44868865
Midsouth,Organic,1.665594396,215227.92,1/23/2022,2022,60960294
Midsouth,Organic,1.608059137,230045.16,1/16/2022,2022,56972754
Midsouth,Organic,1.523334893,263868.48,1/9/2022,2022,55651097
Midsouth,Organic,1.673893831,215685.84,1/2/2022,2021,44868865
Northeast,Organic,1.73989593,294230.85,1/23/2022,2022,60960294
Northeast,Organic,1.754481015,300293.07,1/16/2022,2022,56972754
Northeast,Organic,1.679581473,356138.16,1/9/2022,2022,55651097
Northeast,Organic,1.777734784,227030.67,1/2/2022,2021,44868865
Plains,Organic,1.658772812,48018.66,1/23/2022,2022,60960294
Plains,Organic,1.740967804,51743.33,1/16/2022,2022,56972754
Plains,Organic,1.628020098,54779.24,1/9/2022,2022,55651097
Plains,Organic,1.62493365,49345.02,1/2/2022,2021,44868865
South Central,Organic,1.456346957,179162.41,1/23/2022,2022,60960294
South Central,Organic,1.456067818,155621.56,1/16/2022,2022,56972754
South Central,Organic,1.432041651,156538.04,1/9/2022,2022,55651097
South Central,Organic,1.441908141,141130.22,1/2/2022,2021,44868865
Southeast,Organic,1.099615818,530498.29,1/23/2022,2022,60960294
Southeast,Organic,1.109043051,540681.15,1/16/2022,2022,56972754
Southeast,Organic,1.065466257,571535.42,1/9/2022,2022,55651097
Southeast,Organic,1.099630888,507215.2,1/2/2022,2021,44868865
West,Organic,1.729660512,362915.65,1/23/2022,2022,60960294
West,Organic,1.92317573,311628.49,1/16/2022,2022,56972754
West,Organic,1.782967949,396879.69,1/9/2022,2022,55651097
West,Organic,1.803923195,368537.48,1/2/2022,2021,44868865
Total U.S.,Organic,1.554277835,2176556.99,1/23/2022,2022,60960294
Total U.S.,Organic,1.566260346,2205369.47,1/16/2022,2022,56972754
Total U.S.,Organic,1.528190877,2233080.32,1/9/2022,2022,55651097
Total U.S.,Organic,1.571302246,1987395.13,1/2/2022,2021,44868865
Albany,Conventional,1.13723178,124786.88,2/20/2022,2022,25157287
Albany,Conventional,1.099651081,184559.25,2/13/2022,2022,29846440
Albany,Conventional,1.160196033,124484.16,2/6/2022,2022,52250685
Albany,Conventional,1.077793221,155558.98,1/30/2022,2022,59674481
Atlanta,Conventional,1.154391594,806733.54,2/20/2022,2022,25157287
Atlanta,Conventional,1.095248867,937935.46,2/13/2022,2022,29846440
Atlanta,Conventional,1.245822963,789825.65,2/6/2022,2022,52250685
Atlanta,Conventional,1.263396709,773493.92,1/30/2022,2022,59674481
Baltimore/Washington,Conventional,1.324209109,1084762.92,2/20/2022,2022,25157287
Baltimore/Washington,Conventional,1.487486793,1043741.97,2/13/2022,2022,29846440
Baltimore/Washington,Conventional,1.42170896,963139.16,2/6/2022,2022,52250685
Baltimore/Washington,Conventional,1.326597636,999931.68,1/30/2022,2022,59674481
Birmingham/Montgomery,Conventional,1.19866855,328986.34,2/20/2022,2022,25157287
Birmingham/Montgomery,Conventional,1.111874417,387372.1,2/13/2022,2022,29846440
Birmingham/Montgomery,Conventional,1.199911232,325297.94,2/6/2022,2022,52250685
Birmingham/Montgomery,Conventional,1.199756387,317170.37,1/30/2022,2022,59674481
Boise,Conventional,1.326532525,119861.51,2/20/2022,2022,25157287
Boise,Conventional,1.357903477,144390.51,2/13/2022,2022,29846440
Boise,Conventional,1.460631054,106922.1,2/6/2022,2022,52250685
Boise,Conventional,1.318562102,110713.15,1/30/2022,2022,59674481
Boston,Conventional,1.644590154,697054.78,2/20/2022,2022,25157287
Boston,Conventional,1.535383387,685701.5,2/13/2022,2022,29846440
Boston,Conventional,1.664847188,540766.81,2/6/2022,2022,52250685
Boston,Conventional,1.618179849,709228.72,1/30/2022,2022,59674481
Buffalo/Rochester,Conventional,1.396664704,169063.44,2/20/2022,2022,25157287
Buffalo/Rochester,Conventional,1.315482087,209538.38,2/13/2022,2022,29846440
Buffalo/Rochester,Conventional,1.26880189,215645.2,2/6/2022,2022,52250685
Buffalo/Rochester,Conventional,1.371720738,186586.45,1/30/2022,2022,59674481
Charlotte,Conventional,1.385043621,349480.7,2/20/2022,2022,25157287
Charlotte,Conventional,1.306422876,419032.4,2/13/2022,2022,29846440
Charlotte,Conventional,1.435391158,325912.4,2/6/2022,2022,52250685
Charlotte,Conventional,1.414145875,331091.57,1/30/2022,2022,59674481
Chicago,Conventional,1.428618043,783371.64,2/20/2022,2022,25157287
Chicago,Conventional,1.471056597,1528969.2,2/13/2022,2022,29846440
Chicago,Conventional,1.46158052,778551.45,2/6/2022,2022,52250685
Chicago,Conventional,1.143659087,1144737.53,1/30/2022,2022,59674481
Cincinnati/Dayton,Conventional,1.237521433,314374.13,2/20/2022,2022,25157287
Cincinnati/Dayton,Conventional,1.136487332,434149.35,2/13/2022,2022,29846440
Cincinnati/Dayton,Conventional,1.047385893,349828.03,2/6/2022,2022,52250685
Cincinnati/Dayton,Conventional,0.946058255,353205.2,1/30/2022,2022,59674481
Columbus,Conventional,1.227192736,260497.61,2/20/2022,2022,25157287
Columbus,Conventional,1.098493398,338082.04,2/13/2022,2022,29846440
Columbus,Conventional,1.006121187,293797.22,2/6/2022,2022,52250685
Columbus,Conventional,1.018523549,290969.64,1/30/2022,2022,59674481
Dallas/Ft. Worth,Conventional,0.930500736,1549853.12,2/20/2022,2022,25157287
Dallas/Ft. Worth,Conventional,0.859074915,1866026.64,2/13/2022,2022,29846440
Dallas/Ft. Worth,Conventional,1.087231707,1358866.65,2/6/2022,2022,52250685
Dallas/Ft. Worth,Conventional,1.089897889,1362190.7,1/30/2022,2022,59674481
Denver,Conventional,1.354742194,928624.12,2/20/2022,2022,25157287
Denver,Conventional,1.387110646,1175357.09,2/13/2022,2022,29846440
Denver,Conventional,1.403634108,867773.81,2/6/2022,2022,52250685
Denver,Conventional,1.288968781,953795.83,1/30/2022,2022,59674481
Detroit,Conventional,1.203095538,474424.39,2/20/2022,2022,25157287
Detroit,Conventional,1.047543148,680783.91,2/13/2022,2022,29846440
Detroit,Conventional,1.056865832,526888.37,2/6/2022,2022,52250685
Detroit,Conventional,0.96696747,544224.18,1/30/2022,2022,59674481
Grand Rapids,Conventional,1.457301202,157615.76,2/20/2022,2022,25157287
Grand Rapids,Conventional,0.992605985,303054.82,2/13/2022,2022,29846440
Grand Rapids,Conventional,1.435606834,165212.22,2/6/2022,2022,52250685
Grand Rapids,Conventional,1.284899743,171702.38,1/30/2022,2022,59674481
Harrisburg/Scranton,Conventional,1.270101173,431059.68,2/20/2022,2022,25157287
Harrisburg/Scranton,Conventional,1.375840265,421043.7,2/13/2022,2022,29846440
Harrisburg/Scranton,Conventional,1.350657543,356436.52,2/6/2022,2022,52250685
Harrisburg/Scranton,Conventional,1.31055684,385778.3,1/30/2022,2022,59674481
Hartford/Springfield,Conventional,1.541385009,336661.2,2/20/2022,2022,25157287
Hartford/Springfield,Conventional,1.364321883,499953.8,2/13/2022,2022,29846440
Hartford/Springfield,Conventional,1.589592912,319086.39,2/6/2022,2022,52250685
Hartford/Springfield,Conventional,1.544936904,404818.17,1/30/2022,2022,59674481
Houston,Conventional,1.02605328,991689.3,2/20/2022,2022,25157287
Houston,Conventional,0.956144076,1112591.55,2/13/2022,2022,29846440
Houston,Conventional,1.151674148,931406.28,2/6/2022,2022,52250685
Houston,Conventional,1.095478402,920054.62,1/30/2022,2022,59674481
Indianapolis,Conventional,1.164566469,273454.71,2/20/2022,2022,25157287
Indianapolis,Conventional,1.052841411,343348.92,2/13/2022,2022,29846440
Indianapolis,Conventional,1.021157514,302484.98,2/6/2022,2022,52250685
Indianapolis,Conventional,0.965474177,285324.55,1/30/2022,2022,59674481
Jacksonville,Conventional,1.394876471,180867.64,2/20/2022,2022,25157287
Jacksonville,Conventional,1.229353398,240738.14,2/13/2022,2022,29846440
Jacksonville,Conventional,1.415228881,191492.24,2/6/2022,2022,52250685
Jacksonville,Conventional,1.425981725,179991.39,1/30/2022,2022,59674481
Las Vegas,Conventional,1.169870585,419870.02,2/20/2022,2022,25157287
Las Vegas,Conventional,1.166260325,472603,2/13/2022,2022,29846440
Las Vegas,Conventional,1.027344565,497561.97,2/6/2022,2022,52250685
Las Vegas,Conventional,1.15039982,397972.49,1/30/2022,2022,59674481
Los Angeles,Conventional,1.323705968,3057826.6,2/20/2022,2022,25157287
Los Angeles,Conventional,1.212396604,4119575.36,2/13/2022,2022,29846440
Los Angeles,Conventional,1.293887083,3038371.78,2/6/2022,2022,52250685
Los Angeles,Conventional,1.28747237,3215719.68,1/30/2022,2022,59674481
Louisville,Conventional,1.072452901,142386.89,2/20/2022,2022,25157287
Louisville,Conventional,1.027195598,170218.97,2/13/2022,2022,29846440
Louisville,Conventional,1.14559439,134980.65,2/6/2022,2022,52250685
Louisville,Conventional,1.122461352,126926.91,1/30/2022,2022,59674481
Miami/Ft. Lauderdale,Conventional,1.436888651,768794.53,2/20/2022,2022,25157287
Miami/Ft. Lauderdale,Conventional,1.2149297,1099925.78,2/13/2022,2022,29846440
Miami/Ft. Lauderdale,Conventional,1.345264718,884299.98,2/6/2022,2022,52250685
Miami/Ft. Lauderdale,Conventional,1.340046575,835942.47,1/30/2022,2022,59674481
Nashville,Conventional,1.151540101,322978.28,2/20/2022,2022,25157287
Nashville,Conventional,1.081474019,370763.69,2/13/2022,2022,29846440
Nashville,Conventional,1.22756967,299792.66,2/6/2022,2022,52250685
Nashville,Conventional,1.232975953,283510.1,1/30/2022,2022,59674481
Northern New England,Conventional,1.245448963,500468.31,2/20/2022,2022,25157287
Northern New England,Conventional,1.018520851,692550.48,2/13/2022,2022,29846440
Northern New England,Conventional,1.333875206,443503.96,2/6/2022,2022,52250685
Northern New England,Conventional,1.107560209,648414.08,1/30/2022,2022,59674481
New Orleans/Mobile,Conventional,1.176679505,261953.12,2/20/2022,2022,25157287
New Orleans/Mobile,Conventional,1.073226285,301987.6,2/13/2022,2022,29846440
New Orleans/Mobile,Conventional,1.127144223,265786.18,2/6/2022,2022,52250685
New Orleans/Mobile,Conventional,1.107797052,279607.39,1/30/2022,2022,59674481
New York,Conventional,1.528132746,1890081.68,2/20/2022,2022,25157287
New York,Conventional,1.512344593,2784406.97,2/13/2022,2022,29846440
New York,Conventional,1.555927322,1794470.22,2/6/2022,2022,52250685
New York,Conventional,1.510650271,2326950.93,1/30/2022,2022,59674481
Orlando,Conventional,1.343189741,436474.47,2/20/2022,2022,25157287
Orlando,Conventional,1.222429791,599928.59,2/13/2022,2022,29846440
Orlando,Conventional,1.34746148,467778.23,2/6/2022,2022,52250685
Orlando,Conventional,1.329813748,441214.55,1/30/2022,2022,59674481
Peoria/Springfield,Conventional,1.101412158,131460.2,2/20/2022,2022,25157287
Peoria/Springfield,Conventional,1.017395353,180672.7,2/13/2022,2022,29846440
Peoria/Springfield,Conventional,1.073262466,129022.91,2/6/2022,2022,52250685
Peoria/Springfield,Conventional,0.994631794,138573.47,1/30/2022,2022,59674481
Philadelphia,Conventional,1.33955884,661545.31,2/20/2022,2022,25157287
Philadelphia,Conventional,1.426482308,752530.42,2/13/2022,2022,29846440
Philadelphia,Conventional,1.389920253,585938.4,2/6/2022,2022,52250685
Philadelphia,Conventional,1.377882173,675102.32,1/30/2022,2022,59674481
Phoenix/Tucson,Conventional,1.057585658,1350191.24,2/20/2022,2022,25157287
Phoenix/Tucson,Conventional,0.974963746,1669789.59,2/13/2022,2022,29846440
Phoenix/Tucson,Conventional,0.92625523,1561347.62,2/6/2022,2022,52250685
Phoenix/Tucson,Conventional,1.122687407,1170179.57,1/30/2022,2022,59674481
Pittsburgh,Conventional,1.572413239,121865.04,2/20/2022,2022,25157287
Pittsburgh,Conventional,1.076318327,175827.6,2/13/2022,2022,29846440
Pittsburgh,Conventional,1.081014204,173004.25,2/6/2022,2022,52250685
Pittsburgh,Conventional,1.587290272,126940.2,1/30/2022,2022,59674481
Portland,Conventional,1.401731529,639752.85,2/20/2022,2022,25157287
Portland,Conventional,1.386784864,717160.03,2/13/2022,2022,29846440
Portland,Conventional,1.513894926,580375.38,2/6/2022,2022,52250685
Portland,Conventional,1.33831748,669421.79,1/30/2022,2022,59674481
Providence,Conventional,1.72065321,97094.51,2/20/2022,2022,25157287
Providence,Conventional,1.747079803,85316.73,2/13/2022,2022,29846440
Providence,Conventional,1.777382642,72745.73,2/6/2022,2022,52250685
Providence,Conventional,1.774306043,98642.5,1/30/2022,2022,59674481
Raleigh/Greensboro,Conventional,1.306922462,435671.28,2/20/2022,2022,25157287
Raleigh/Greensboro,Conventional,1.262024527,504588.73,2/13/2022,2022,29846440
Raleigh/Greensboro,Conventional,1.368203167,408239.17,2/6/2022,2022,52250685
Raleigh/Greensboro,Conventional,1.353422423,407783.78,1/30/2022,2022,59674481
Richmond/Norfolk,Conventional,1.162780126,336442.68,2/20/2022,2022,25157287
Richmond/Norfolk,Conventional,1.081690657,415635.07,2/13/2022,2022,29846440
Richmond/Norfolk,Conventional,1.25814274,305487.04,2/6/2022,2022,52250685
Richmond/Norfolk,Conventional,1.26492178,321318.85,1/30/2022,2022,59674481
Roanoke,Conventional,1.110939715,209013.48,2/20/2022,2022,25157287
Roanoke,Conventional,1.020801386,252529.02,2/13/2022,2022,29846440
Roanoke,Conventional,1.187480467,187967.51,2/6/2022,2022,52250685
Roanoke,Conventional,1.187556278,187834.28,1/30/2022,2022,59674481
Sacramento,Conventional,1.626028388,428627.68,2/20/2022,2022,25157287
Sacramento,Conventional,1.340392575,604243.41,2/13/2022,2022,29846440
Sacramento,Conventional,1.693444818,423436.4,2/6/2022,2022,52250685
Sacramento,Conventional,1.389210002,499646.46,1/30/2022,2022,59674481
San Diego,Conventional,1.249538602,574896.36,2/20/2022,2022,25157287
San Diego,Conventional,1.100114708,829350.37,2/13/2022,2022,29846440
San Diego,Conventional,1.326976786,566141.01,2/6/2022,2022,52250685
San Diego,Conventional,1.29795071,579059.06,1/30/2022,2022,59674481
San Francisco,Conventional,1.679182081,717896.53,2/20/2022,2022,25157287
San Francisco,Conventional,1.473108552,1015879.55,2/13/2022,2022,29846440
San Francisco,Conventional,1.682752456,688886.98,2/6/2022,2022,52250685
San Francisco,Conventional,1.244083114,961515.16,1/30/2022,2022,59674481
Seattle,Conventional,1.684628927,536120.64,2/20/2022,2022,25157287
Seattle,Conventional,1.603469268,677917.84,2/13/2022,2022,29846440
Seattle,Conventional,1.8617424,534525.49,2/6/2022,2022,52250685
Seattle,Conventional,1.527726706,546576.24,1/30/2022,2022,59674481
South Carolina,Conventional,1.274001508,519703.14,2/20/2022,2022,25157287
South Carolina,Conventional,1.191767894,633961.66,2/13/2022,2022,29846440
South Carolina,Conventional,1.356014183,491786.22,2/6/2022,2022,52250685
South Carolina,Conventional,1.365540574,465741.43,1/30/2022,2022,59674481
Spokane,Conventional,1.401596712,77810.48,2/20/2022,2022,25157287
Spokane,Conventional,1.390187172,98438.18,2/13/2022,2022,29846440
Spokane,Conventional,1.650512826,77713.36,2/6/2022,2022,52250685
Spokane,Conventional,1.300607271,79736.08,1/30/2022,2022,59674481
St. Louis,Conventional,1.127100883,188597.68,2/20/2022,2022,25157287
St. Louis,Conventional,1.021579892,242321.3,2/13/2022,2022,29846440
St. Louis,Conventional,1.183853003,176850.82,2/6/2022,2022,52250685
St. Louis,Conventional,1.178212373,196696.43,1/30/2022,2022,59674481
Syracuse,Conventional,1.292254278,81083.39,2/20/2022,2022,25157287
Syracuse,Conventional,1.232640968,105743.82,2/13/2022,2022,29846440
Syracuse,Conventional,1.258992103,92114.17,2/6/2022,2022,52250685
Syracuse,Conventional,1.26216272,90510.85,1/30/2022,2022,59674481
Tampa,Conventional,1.238004275,497519.08,2/20/2022,2022,25157287
